Interest,Skill_Level,Work_Style,Education,Personality,Problem_Solving,Tech,Communication,Leadership,Creativity,Career
Business,Advanced,Flexible,Diploma,Doer,Logical,None,Excellent,None,Low,Doctor
Science,Expert,Flexible,PhD,Thinker,Practical,None,Excellent,None,Very High,Software Engineer
Art,Beginner,Solo,PhD,Leader,Creative,Very High,Poor,None,Low,Graphic Designer
Technology,Beginner,Team,High School,Extrovert,Analytical,Medium,Fluent,Moderate,Medium,Doctor
Technology,Beginner,Remote,High School,Leader,Creative,Medium,Average,None,Medium,Graphic Designer
Business,Beginner,Office,Masters,Leader,Practical,High,Outstanding,Moderate,High,Software Engineer
Art,Advanced,Office,Bachelors,Doer,Analytical,High,Average,Moderate,Low,Graphic Designer
Science,None,Remote,Diploma,Thinker,Analytical,Very High,Poor,Visionary,High,Doctor
Technology,Beginner,Flexible,Diploma,Doer,Intuitive,Very High,Average,Strong,Low,Doctor
Technology,Advanced,Solo,Diploma,Extrovert,Practical,Low,Fluent,None,Exceptional,Software Engineer
Technology,Intermediate,Office,Diploma,Doer,Analytical,Low,Fluent,None,Exceptional,Marketing Manager
Technology,Advanced,Flexible,Bachelors,Thinker,Practical,Very High,Average,Visionary,Medium,Doctor
Art,None,Team,High School,Introvert,Analytical,Very High,Fluent,Visionary,Low,Graphic Designer
Business,Advanced,Flexible,Bachelors,Introvert,Analytical,Medium,Outstanding,Visionary,High,Marketing Manager
Technology,Expert,Flexible,Diploma,Introvert,Analytical,High,Fluent,Strong,Very High,Doctor
Technology,Beginner,Team,Bachelors,Leader,Practical,None,Fluent,Strong,Exceptional,Graphic Designer
Art,Expert,Team,PhD,Leader,Creative,High,Outstanding,Moderate,Exceptional,Marketing Manager
Business,Expert,Remote,High School,Extrovert,Analytical,Low,Poor,None,High,Doctor
Business,None,Team,Bachelors,Doer,Logical,None,Excellent,Visionary,Very High,Data Scientist
Technology,Beginner,Solo,Masters,Introvert,Logical,None,Average,Visionary,Very High,Doctor
Art,None,Office,High School,Thinker,Practical,Medium,Excellent,Moderate,Low,Doctor
Business,Beginner,Flexible,Masters,Leader,Analytical,None,Fluent,Collaborative,Low,Software Engineer
Business,Beginner,Office,Masters,Thinker,Practical,Low,Fluent,Strong,Very High,Data Scientist
Technology,Intermediate,Flexible,High School,Extrovert,Creative,Very High,Poor,Moderate,Very High,Doctor
Art,None,Team,High School,Extrovert,Logical,Medium,Average,Visionary,High,Software Engineer
Technology,Advanced,Solo,Diploma,Leader,Logical,Medium,Poor,Strong,Medium,Graphic Designer
Technology,None,Team,High School,Doer,Practical,Very High,Poor,None,Low,Data Scientist
Technology,Advanced,Remote,PhD,Doer,Creative,None,Outstanding,Collaborative,High,Graphic Designer
Medicine,Expert,Flexible,Diploma,Doer,Logical,Very High,Excellent,Moderate,High,Software Engineer
Science,Advanced,Flexible,PhD,Introvert,Practical,Medium,Outstanding,Moderate,Very High,Graphic Designer
Art,Expert,Flexible,Masters,Introvert,Analytical,Low,Outstanding,Strong,High,Data Scientist
Art,Advanced,Solo,Bachelors,Thinker,Logical,Medium,Average,Moderate,Exceptional,Doctor
Science,Intermediate,Remote,Bachelors,Leader,Practical,Low,Outstanding,Moderate,High,Doctor
Technology,Expert,Solo,Bachelors,Thinker,Practical,Medium,Average,Moderate,High,Marketing Manager
Business,Advanced,Flexible,Diploma,Extrovert,Creative,None,Outstanding,Moderate,Medium,Data Scientist
Science,None,Flexible,PhD,Introvert,Logical,Very High,Poor,None,Low,Graphic Designer
Business,Expert,Team,Diploma,Thinker,Creative,Very High,Average,None,High,Graphic Designer
Art,Beginner,Team,Bachelors,Extrovert,Analytical,Very High,Poor,Collaborative,Medium,Data Scientist
Science,Intermediate,Flexible,High School,Extrovert,Intuitive,Medium,Excellent,Visionary,Exceptional,Graphic Designer
Medicine,None,Solo,Bachelors,Thinker,Analytical,None,Average,Strong,High,Doctor
Science,Expert,Team,Masters,Leader,Intuitive,Medium,Outstanding,None,Low,Data Scientist
Science,None,Remote,PhD,Extrovert,Practical,Very High,Fluent,Visionary,Very High,Marketing Manager
Art,Beginner,Team,High School,Leader,Analytical,None,Fluent,Collaborative,High,Data Scientist
Medicine,Expert,Remote,Diploma,Extrovert,Intuitive,Very High,Fluent,Strong,Exceptional,Graphic Designer
Technology,Advanced,Flexible,Bachelors,Extrovert,Logical,Medium,Outstanding,None,Exceptional,Graphic Designer
Technology,None,Solo,Bachelors,Thinker,Creative,Very High,Outstanding,Visionary,Medium,Graphic Designer
Technology,Beginner,Team,Masters,Thinker,Logical,Medium,Excellent,Collaborative,Low,Doctor
Medicine,Advanced,Solo,High School,Introvert,Intuitive,Medium,Excellent,Collaborative,Very High,Marketing Manager
Technology,Advanced,Remote,High School,Introvert,Logical,Medium,Average,Collaborative,Medium,Software Engineer
Medicine,Advanced,Remote,High School,Leader,Practical,Very High,Excellent,Strong,High,Data Scientist
Art,Beginner,Solo,Diploma,Doer,Logical,Medium,Average,Visionary,Very High,Marketing Manager
Medicine,Intermediate,Office,Bachelors,Extrovert,Practical,High,Average,Collaborative,Medium,Data Scientist
Art,Intermediate,Office,High School,Leader,Logical,Low,Fluent,Moderate,Exceptional,Doctor
Medicine,Expert,Remote,Diploma,Leader,Analytical,None,Excellent,Collaborative,Exceptional,Software Engineer
Business,Intermediate,Team,PhD,Doer,Logical,Medium,Excellent,Moderate,High,Software Engineer
Art,Advanced,Team,Masters,Leader,Practical,None,Outstanding,Visionary,Exceptional,Marketing Manager
Business,Intermediate,Remote,PhD,Introvert,Practical,High,Fluent,Strong,Exceptional,Software Engineer
Technology,Beginner,Team,Masters,Extrovert,Logical,Medium,Poor,Moderate,High,Marketing Manager
Business,None,Team,Bachelors,Leader,Logical,None,Poor,Visionary,Low,Marketing Manager
Art,Advanced,Remote,Diploma,Thinker,Practical,None,Outstanding,None,Very High,Doctor
Science,Beginner,Team,Bachelors,Extrovert,Creative,Low,Poor,Strong,High,Marketing Manager
Medicine,Expert,Flexible,Bachelors,Extrovert,Intuitive,Low,Average,None,Exceptional,Data Scientist
Business,Advanced,Team,Diploma,Doer,Analytical,None,Fluent,Visionary,Medium,Data Scientist
Technology,Beginner,Solo,Diploma,Extrovert,Creative,None,Average,Visionary,Very High,Marketing Manager
Art,Advanced,Office,Bachelors,Doer,Practical,Medium,Outstanding,Strong,Very High,Software Engineer
Science,Intermediate,Flexible,PhD,Introvert,Practical,None,Poor,Collaborative,High,Software Engineer
Science,Advanced,Flexible,Bachelors,Doer,Analytical,Medium,Fluent,Collaborative,Very High,Data Scientist
Business,Advanced,Team,High School,Doer,Creative,High,Fluent,Moderate,Low,Graphic Designer
Business,Advanced,Solo,Bachelors,Doer,Practical,None,Outstanding,Moderate,Medium,Graphic Designer
Business,Intermediate,Solo,Bachelors,Introvert,Intuitive,Very High,Outstanding,None,High,Marketing Manager
Medicine,None,Office,High School,Doer,Practical,High,Excellent,Moderate,Very High,Data Scientist
Medicine,Beginner,Remote,Diploma,Leader,Practical,Medium,Outstanding,None,High,Doctor
Art,None,Remote,PhD,Doer,Intuitive,Low,Excellent,None,Exceptional,Doctor
Science,Advanced,Office,PhD,Doer,Practical,High,Outstanding,None,High,Doctor
Technology,Beginner,Remote,Diploma,Introvert,Practical,High,Poor,None,Very High,Doctor
Science,Expert,Team,Diploma,Introvert,Creative,Low,Outstanding,None,Exceptional,Graphic Designer
Art,Intermediate,Remote,Diploma,Thinker,Intuitive,None,Excellent,Collaborative,Low,Software Engineer
Medicine,None,Remote,PhD,Doer,Creative,Very High,Fluent,Moderate,Exceptional,Graphic Designer
Medicine,Beginner,Flexible,PhD,Leader,Creative,Medium,Poor,Strong,Low,Doctor
Art,Expert,Flexible,High School,Extrovert,Creative,Low,Outstanding,Visionary,Exceptional,Graphic Designer
Medicine,Advanced,Remote,PhD,Introvert,Creative,High,Fluent,Strong,Low,Software Engineer
Business,Intermediate,Solo,Bachelors,Doer,Logical,High,Excellent,Strong,Low,Marketing Manager
Science,Advanced,Remote,Masters,Doer,Creative,None,Excellent,Strong,High,Doctor
Science,None,Team,Masters,Thinker,Analytical,Very High,Poor,Moderate,Exceptional,Software Engineer
Technology,Intermediate,Solo,Masters,Extrovert,Intuitive,None,Average,Moderate,Medium,Data Scientist
Medicine,None,Remote,Bachelors,Leader,Intuitive,High,Poor,None,Low,Doctor
Medicine,Beginner,Team,Bachelors,Extrovert,Practical,High,Outstanding,None,Exceptional,Software Engineer
Business,Advanced,Team,PhD,Leader,Logical,Low,Poor,Visionary,High,Marketing Manager
Art,None,Team,Diploma,Leader,Logical,Low,Outstanding,Moderate,Low,Data Scientist
Science,Advanced,Team,High School,Introvert,Practical,High,Outstanding,Visionary,Exceptional,Graphic Designer
Business,Expert,Solo,PhD,Introvert,Practical,None,Fluent,Moderate,Medium,Data Scientist
Business,None,Remote,High School,Introvert,Analytical,Very High,Fluent,Visionary,Medium,Marketing Manager
Art,Beginner,Remote,High School,Extrovert,Intuitive,Medium,Average,Visionary,Very High,Marketing Manager
Art,Beginner,Team,High School,Doer,Intuitive,Very High,Outstanding,Collaborative,Low,Software Engineer
Technology,Advanced,Office,PhD,Extrovert,Logical,None,Excellent,Moderate,Exceptional,Graphic Designer
Science,None,Office,Diploma,Introvert,Analytical,None,Poor,Collaborative,Very High,Data Scientist
Technology,Intermediate,Solo,Masters,Doer,Creative,Very High,Excellent,Visionary,Very High,Graphic Designer
Art,Expert,Solo,PhD,Leader,Analytical,High,Average,None,Exceptional,Doctor
Business,Intermediate,Remote,High School,Extrovert,Practical,Low,Poor,Collaborative,Very High,Doctor
Medicine,Advanced,Solo,Bachelors,Extrovert,Analytical,Very High,Outstanding,Visionary,Very High,Graphic Designer
Art,Intermediate,Flexible,Bachelors,Introvert,Practical,None,Average,Strong,Medium,Doctor
Medicine,Intermediate,Solo,PhD,Thinker,Logical,Medium,Fluent,Visionary,Low,Marketing Manager
Art,Intermediate,Office,Bachelors,Doer,Creative,None,Outstanding,Strong,Low,Doctor
Medicine,None,Flexible,High School,Doer,Analytical,Low,Average,Visionary,Low,Software Engineer
Art,None,Team,PhD,Leader,Practical,High,Poor,Collaborative,Low,Graphic Designer
Business,Advanced,Team,Masters,Thinker,Analytical,Low,Poor,Collaborative,High,Graphic Designer
Business,Advanced,Team,Masters,Introvert,Intuitive,Medium,Poor,None,High,Data Scientist
Business,Intermediate,Office,High School,Thinker,Logical,None,Poor,Moderate,Exceptional,Doctor
Art,Intermediate,Team,Masters,Doer,Analytical,High,Outstanding,None,Exceptional,Graphic Designer
Technology,Advanced,Remote,Diploma,Thinker,Creative,Very High,Excellent,Moderate,Medium,Software Engineer
Technology,Advanced,Office,PhD,Leader,Logical,Low,Excellent,Collaborative,Very High,Graphic Designer
Business,Advanced,Remote,High School,Doer,Analytical,None,Average,Strong,Very High,Data Scientist
Science,Advanced,Flexible,PhD,Doer,Practical,Medium,Excellent,Visionary,Very High,Marketing Manager
Art,Advanced,Office,High School,Thinker,Creative,None,Average,Moderate,Low,Software Engineer
Technology,Advanced,Flexible,High School,Extrovert,Creative,None,Outstanding,Collaborative,Exceptional,Doctor
Art,Intermediate,Office,Diploma,Extrovert,Practical,Medium,Excellent,Strong,Medium,Software Engineer
Technology,Expert,Remote,Bachelors,Introvert,Analytical,High,Fluent,Moderate,High,Software Engineer
Medicine,Beginner,Solo,PhD,Extrovert,Logical,Low,Poor,None,Low,Doctor
Medicine,None,Solo,High School,Leader,Practical,None,Poor,Visionary,Very High,Data Scientist
Art,Beginner,Flexible,Diploma,Introvert,Logical,Low,Outstanding,Moderate,Low,Marketing Manager
Science,Advanced,Remote,Bachelors,Introvert,Creative,Medium,Average,Strong,Very High,Graphic Designer
Art,Expert,Solo,Masters,Extrovert,Analytical,Medium,Poor,Moderate,High,Doctor
Technology,None,Team,Bachelors,Introvert,Intuitive,None,Poor,None,High,Marketing Manager
Art,Intermediate,Solo,High School,Thinker,Creative,Very High,Outstanding,Visionary,High,Graphic Designer
Science,Advanced,Solo,Diploma,Thinker,Analytical,Low,Outstanding,Visionary,High,Data Scientist
Technology,Advanced,Solo,High School,Thinker,Logical,Very High,Outstanding,Collaborative,High,Marketing Manager
Technology,Beginner,Solo,Diploma,Introvert,Logical,None,Fluent,Collaborative,Very High,Software Engineer
Medicine,Advanced,Remote,High School,Leader,Practical,Very High,Average,Collaborative,High,Graphic Designer
Business,Expert,Flexible,PhD,Thinker,Creative,Low,Average,None,Exceptional,Marketing Manager
Business,Advanced,Solo,High School,Leader,Creative,High,Outstanding,None,Medium,Doctor
Science,Expert,Office,Diploma,Thinker,Practical,Low,Excellent,Visionary,Exceptional,Marketing Manager
Business,Intermediate,Remote,Diploma,Doer,Creative,High,Fluent,Strong,Very High,Marketing Manager
Art,None,Flexible,High School,Leader,Logical,Medium,Excellent,Visionary,Medium,Graphic Designer
Medicine,Expert,Office,Bachelors,Leader,Practical,Very High,Poor,Visionary,Medium,Marketing Manager
Art,Intermediate,Solo,Bachelors,Thinker,Logical,Low,Average,Strong,Very High,Data Scientist
Science,Expert,Flexible,High School,Introvert,Logical,Low,Outstanding,None,Exceptional,Software Engineer
Medicine,Advanced,Team,High School,Leader,Intuitive,Medium,Average,Moderate,Low,Marketing Manager
Medicine,None,Flexible,High School,Extrovert,Creative,None,Fluent,Visionary,High,Software Engineer
Science,Expert,Remote,Masters,Leader,Creative,None,Excellent,Visionary,High,Data Scientist
Art,None,Flexible,PhD,Thinker,Practical,Medium,Average,Strong,Medium,Marketing Manager
Business,None,Solo,Bachelors,Extrovert,Creative,None,Average,None,Exceptional,Marketing Manager
Art,Advanced,Remote,Bachelors,Extrovert,Creative,Low,Outstanding,Collaborative,Exceptional,Marketing Manager
Science,Expert,Team,Masters,Thinker,Analytical,Very High,Excellent,Moderate,High,Graphic Designer
Business,Advanced,Solo,Masters,Leader,Creative,Low,Poor,Moderate,Medium,Data Scientist
Art,Intermediate,Flexible,Masters,Thinker,Creative,High,Poor,Visionary,Exceptional,Graphic Designer
Technology,Advanced,Team,High School,Thinker,Practical,None,Excellent,Moderate,Exceptional,Marketing Manager
Science,Intermediate,Solo,Diploma,Introvert,Practical,Very High,Outstanding,Collaborative,Low,Data Scientist
Science,Advanced,Team,High School,Extrovert,Practical,Low,Poor,Visionary,Low,Doctor
Science,Expert,Remote,PhD,Thinker,Analytical,Medium,Average,Moderate,Very High,Data Scientist
Medicine,None,Solo,Diploma,Introvert,Logical,High,Poor,Moderate,Very High,Marketing Manager
Art,Intermediate,Office,Diploma,Thinker,Analytical,High,Outstanding,None,Exceptional,Marketing Manager
Science,Expert,Office,Masters,Extrovert,Practical,High,Average,Collaborative,Low,Doctor
Science,Beginner,Remote,Diploma,Extrovert,Logical,None,Poor,Collaborative,Exceptional,Graphic Designer
Business,Expert,Remote,High School,Doer,Practical,Low,Poor,None,Low,Software Engineer
Science,Beginner,Team,PhD,Extrovert,Creative,None,Poor,Visionary,Medium,Marketing Manager
Science,Beginner,Solo,Diploma,Introvert,Practical,None,Excellent,None,Very High,Data Scientist
Science,None,Remote,Diploma,Introvert,Analytical,Medium,Fluent,Collaborative,Medium,Data Scientist
Medicine,Beginner,Team,High School,Extrovert,Intuitive,None,Average,Visionary,Very High,Software Engineer
Medicine,Advanced,Office,PhD,Leader,Logical,High,Outstanding,None,Medium,Graphic Designer
Technology,Advanced,Team,Diploma,Thinker,Logical,Low,Fluent,Collaborative,Low,Software Engineer
Medicine,Expert,Remote,Bachelors,Leader,Practical,Very High,Outstanding,Visionary,High,Marketing Manager
Science,Intermediate,Team,Bachelors,Thinker,Logical,Medium,Fluent,None,Very High,Graphic Designer
Business,Beginner,Solo,Masters,Leader,Analytical,Low,Poor,Collaborative,Very High,Data Scientist
Technology,Intermediate,Office,High School,Extrovert,Practical,None,Poor,Moderate,Exceptional,Graphic Designer
Technology,Advanced,Flexible,Masters,Thinker,Creative,Medium,Fluent,Visionary,Low,Doctor
Art,Expert,Remote,Masters,Thinker,Intuitive,High,Fluent,Collaborative,Very High,Software Engineer
Art,Advanced,Solo,High School,Extrovert,Practical,Very High,Fluent,Strong,Very High,Data Scientist
Science,Expert,Solo,Bachelors,Introvert,Practical,None,Average,Collaborative,Exceptional,Graphic Designer
Business,Advanced,Solo,Masters,Introvert,Practical,None,Fluent,Strong,Very High,Marketing Manager
Art,None,Solo,Diploma,Doer,Practical,High,Average,Visionary,Very High,Graphic Designer
Business,Advanced,Team,Bachelors,Leader,Intuitive,Low,Poor,Visionary,Medium,Software Engineer
Science,Expert,Remote,Bachelors,Extrovert,Intuitive,Very High,Excellent,None,Very High,Software Engineer
Business,Intermediate,Office,Masters,Leader,Practical,High,Fluent,Visionary,Medium,Marketing Manager
Medicine,Advanced,Team,High School,Thinker,Analytical,Low,Average,None,Low,Graphic Designer
Business,None,Solo,Masters,Leader,Creative,Very High,Outstanding,None,Low,Data Scientist
Medicine,Expert,Office,Masters,Doer,Intuitive,Medium,Average,None,Exceptional,Data Scientist
Science,Intermediate,Remote,High School,Leader,Logical,Low,Fluent,Visionary,Exceptional,Graphic Designer
Science,Advanced,Remote,Bachelors,Leader,Practical,Very High,Fluent,Moderate,Very High,Graphic Designer
Business,Intermediate,Remote,Bachelors,Extrovert,Logical,High,Fluent,Visionary,Low,Data Scientist
Business,None,Remote,Masters,Extrovert,Creative,High,Poor,Collaborative,Exceptional,Marketing Manager
Technology,None,Remote,PhD,Introvert,Creative,None,Average,Visionary,Low,Data Scientist
Medicine,Intermediate,Team,Bachelors,Leader,Intuitive,Medium,Outstanding,Strong,Exceptional,Doctor
